Record Length,Analog:14000
Sample Interval,CH:0.0001999999949
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:+2.000000E-01 CH2:+1.000000E-02,,,
Vertical Offset,CH1:+0.000000E+00 CH2:-1.420000E-02,,,
Horizontal Units,us,,,
Horizontal Scale,200000.0000000000,,,
Model Number,SDS2352X-E,,,
Serial Number,SDS2ECCX5R0313,,,
Software Version,2.1.1.1.20 R3,,,
Source,CH1,CH2
Second,Volt,Volt
-1.324800E+00,+4.000000E-02,+4.940000E-02
-1.324600E+00,+4.000000E-02,+4.980000E-02
-1.324400E+00,+4.000000E-02,+4.980000E-02
-1.324200E+00,+4.000000E-02,+4.940000E-02
-1.324000E+00,+4.000000E-02,+4.980000E-02
-1.323800E+00,+4.800000E-02,+4.980000E-02
-1.323600E+00,+4.800000E-02,+4.940000E-02
-1.323400E+00,+4.800000E-02,+4.900000E-02
-1.323200E+00,+4.800000E-02,+4.940000E-02
-1.323000E+00,+4.800000E-02,+4.900000E-02
-1.322800E+00,+4.800000E-02,+4.900000E-02
-1.322600E+00,+4.800000E-02,+4.900000E-02
-1.322400E+00,+4.800000E-02,+4.940000E-02
-1.322200E+00,+4.800000E-02,+4.940000E-02
-1.322000E+00,+4.800000E-02,+4.900000E-02
-1.321800E+00,+5.600000E-02,+4.900000E-02
-1.321600E+00,+5.600000E-02,+4.900000E-02
-1.321400E+00,+5.600000E-02,+4.900000E-02
-1.321200E+00,+5.600000E-02,+4.900000E-02
-1.321000E+00,+5.600000E-02,+4.940000E-02
-1.320800E+00,+6.400000E-02,+4.900000E-02
-1.320600E+00,+7.200000E-02,+4.860000E-02
-1.320400E+00,+6.400000E-02,+4.900000E-02
-1.320200E+00,+6.400000E-02,+4.900000E-02
-1.320000E+00,+6.400000E-02,+4.900000E-02
-1.319800E+00,+6.400000E-02,+4.900000E-02
-1.319600E+00,+6.400000E-02,+4.900000E-02
-1.319400E+00,+6.400000E-02,+4.860000E-02
-1.319200E+00,+6.400000E-02,+4.860000E-02
-1.319000E+00,+7.200000E-02,+4.860000E-02
-1.318800E+00,+7.200000E-02,+4.860000E-02
-1.318600E+00,+7.200000E-02,+4.860000E-02
-1.318400E+00,+7.200000E-02,+4.860000E-02
-1.318200E+00,+7.200000E-02,+4.860000E-02
-1.318000E+00,+7.200000E-02,+4.860000E-02
-1.317800E+00,+8.000001E-02,+4.900000E-02
-1.317600E+00,+7.200000E-02,+4.860000E-02
-1.317400E+00,+7.200000E-02,+4.860000E-02
-1.317200E+00,+7.200000E-02,+4.820000E-02
-1.317000E+00,+7.200000E-02,+4.820000E-02
-1.316800E+00,+8.000001E-02,+4.820000E-02
-1.316600E+00,+8.000001E-02,+4.820000E-02
-1.316400E+00,+8.000001E-02,+4.820000E-02
-1.316200E+00,+8.000001E-02,+4.820000E-02
-1.316000E+00,+8.000001E-02,+4.820000E-02
-1.315800E+00,+8.000001E-02,+4.820000E-02
-1.315600E+00,+8.000001E-02,+4.820000E-02
-1.315400E+00,+8.000001E-02,+4.820000E-02
-1.315200E+00,+8.000001E-02,+4.780000E-02
-1.315000E+00,+8.000001E-02,+4.820000E-02
-1.314800E+00,+8.800001E-02,+4.820000E-02
-1.314600E+00,+8.800001E-02,+4.820000E-02
-1.314400E+00,+8.800001E-02,+4.820000E-02
-1.314200E+00,+8.800001E-02,+4.820000E-02
-1.314000E+00,+8.800001E-02,+4.780000E-02
-1.313800E+00,+8.800001E-02,+4.780000E-02
-1.313600E+00,+9.600000E-02,+4.780000E-02
-1.313400E+00,+9.600000E-02,+4.780000E-02
-1.313200E+00,+9.600000E-02,+4.780000E-02
-1.313000E+00,+9.600000E-02,+4.780000E-02
-1.312800E+00,+9.600000E-02,+4.780000E-02
-1.312600E+00,+8.800001E-02,+4.780000E-02
-1.312400E+00,+8.800001E-02,+4.740000E-02
-1.312200E+00,+9.600000E-02,+4.740000E-02
-1.312000E+00,+1.040000E-01,+4.740000E-02
-1.311800E+00,+1.040000E-01,+4.740000E-02
-1.311600E+00,+9.600000E-02,+4.780000E-02
-1.311400E+00,+1.040000E-01,+4.740000E-02
-1.311200E+00,+1.040000E-01,+4.700000E-02
-1.311000E+00,+1.040000E-01,+4.700000E-02
-1.310800E+00,+1.040000E-01,+4.700000E-02
-1.310600E+00,+1.040000E-01,+4.740000E-02
-1.310400E+00,+1.040000E-01,+4.700000E-02
-1.310200E+00,+1.040000E-01,+4.700000E-02
-1.310000E+00,+1.040000E-01,+4.700000E-02
-1.309800E+00,+1.040000E-01,+4.700000E-02
-1.309600E+00,+1.040000E-01,+4.700000E-02
-1.309400E+00,+1.040000E-01,+4.700000E-02
-1.309200E+00,+1.040000E-01,+4.660000E-02
-1.309000E+00,+1.120000E-01,+4.660000E-02
